No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
132,Week,星期四,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,5,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.82118850003462,1.010641900007613,209.82458320003934,209.90793240000494,210.70780270005343,210.8078701000195,210.8078701000195,210.8078701000195,left,1,1.8966936999931931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
1,Month,一月,二月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,6,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.737168200023,0.9991427999921143,213.74000290001277,213.8236255000229,214.6231835000217,214.72315240005264,214.72315240005264,214.72315240005264,left,1,1.1010672000120394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
150,Week,星期日,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,7,7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8698819000274,1.0148093000170775,216.87236960005248,216.95572980004363,217.75547870004084,217.8554985000519,217.8554985000519,217.8554985000519,up,1,2.616371200012509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
101,Week,星期五,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,8,8,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.49909900000785,1.0148019999614917,221.50413570000092,221.58748970000306,222.3872212000424,222.48727780004265,222.48727780004265,222.48727780004265,left,1,1.3292050999589264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
63,Month,十二月,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,9,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.84532890003175,1.0154980000224896,224.85305530001642,224.93646450003143,225.73628820001613,225.83602950000204,225.83602950000204,225.83602950000204,down,1,1.7967884000390768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
12,Week,星期日,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.66510660003405,1.0114231000188738,228.6684047000017,228.75183970003854,229.55158970004413,229.65136970003368,229.65136970003368,229.65136970003368,up,1,1.692813900008332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
118,Week,星期一,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,11,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.37324440001976,1.0135390000068583,232.38389600004302,232.46731110004475,233.26713430002565,233.36701820004964,233.36701820004964,233.36701820004964,down,1,2.0727308999630623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
77,Month,九月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,12,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.47958670003572,1.0108541999943554,236.4825140000321,236.5658689000411,237.3656023000367,237.46552560001146,237.46552560001146,237.46552560001146,up,1,1.7991935000172816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
114,Week,星期四,星期日,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.30006239999784,1.0118903000256978,240.3146326999995,240.38126710004872,241.18090540001867,241.28105530003086,241.28105530003086,241.28105530003086,up,1,1.8881617999868467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
23,Month,七月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,0,14,14,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.2086103000329,1.0121052999747917,244.21327700000256,244.29669119999744,245.09642360004364,245.19636880001053,245.19636880001053,245.19636880001053,up,1,2.387392100004945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
6,Month,六月,十月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,0,15,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.6197603000328,1.0146829000441357,248.6285099000088,248.7117618000484,249.5115441000089,249.61151140002767,249.61151140002767,249.61151140002767,left,1,3.9401218999992125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
107,Week,星期四,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.59790790005354,1.0116086000343785,254.60982640000293,254.6767197000445,255.47643070004415,255.57626180001535,255.57626180001535,255.57626180001535,left,0,2.0808928000042215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
24,Month,四月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.6919646000024,1.0098993999999948,258.6919009000412,258.7751798000536,259.5750348000438,259.67487330001313,259.67487330001313,259.67487330001313,up,1,1.3660233999835327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
97,Week,星期一,星期四,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,18,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0644805000047,1.0131750999717042,262.0740861000377,262.1574469000334,262.9571997000021,263.05723140004557,263.05723140004557,263.05723140004557,left,1,1.6792021000292152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
34,Month,六月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,19,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.76398250000784,1.0142887000110932,265.77265580004314,265.85592550004367,266.65596370003186,266.7559212000342,266.7559212000342,266.7559212000342,right,1,1.7570384999853559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
112,Week,星期二,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,20,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.5448699000408,0.999395499995444,269.5549584000255,269.63822360004997,270.43798580003204,270.53799820004497,270.53799820004497,270.53799820004497,up,1,1.893649700039532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
38,Month,八月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,21,21,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.46952060004696,1.0121233999961987,273.4701996000367,273.5537797000143,274.35348160000285,274.45363950001774,274.45363950001774,274.45363950001774,down,1,1.7312951000058092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
46,Month,四月,一月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,22,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.21229160000803,1.014956799976062,277.21911880001426,277.3023928000475,278.10212480003247,278.20219480001833,278.20219480001833,278.20219480001833,left,1,2.0306056999834254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
50,Month,八月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,23,23,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.2600570000359,1.0120646000141278,281.26765670004534,281.3511339999968,282.15084980003303,282.25080840004375,282.25080840004375,282.25080840004375,left,1,1.9582384999957867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
34,Month,七月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,24,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.2392471000203,1.013995400047861,286.249467000016,286.33277680003084,287.13272520003375,287.2323748000199,287.2323748000199,287.2323748000199,down,1,1.6963854000205174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
126,Week,星期三 ,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.96082269999897,1.0129130000132136,289.96478080004454,290.0482380000176,290.8479548000032,290.94816510000965,290.94816510000965,290.94816510000965,right,1,1.4043399000074714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
58,Month,六月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,26,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3888435999979,0.9991668000002392,293.3973108000355,293.480455300014,294.2801611000323,294.3801136999973,294.3801136999973,294.3801136999973,up,1,2.476160600024741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
59,Month,七月,三月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,27,27,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8947129000444,0.9990281999926083,297.89566330000525,297.9790825000382,298.77861660002964,298.8787476000143,298.8787476000143,298.8787476000143,up,1,1.513588499976322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
29,Month,七月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,28,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.4266817000462,1.0106916000368074,301.4279815000482,301.511076099996,302.31079980003415,302.41080500005046,302.41080500005046,302.41080500005046,up,1,1.4694204000406899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
24,Month,六月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,29,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.9183974000043,1.0131931999931112,304.92675860004965,305.01000740000745,305.80979389999993,305.90959799999837,305.90959799999837,305.90959799999837,up,1,1.2821997000137344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
