No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.5382237005979,330.53718900028616,330.55362370051444,3.0144621999934316,334.5524407001212,334.5524407001212,space,1.6495041996240616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
34,Month,七月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.24154460057616,1.0154909007251263,337.25127559993416,337.31803449988365,338.11776269972324,338.21776940021664,338.21776940021664,338.21776940021664,down,1,1.7842039996758103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
106,Week,星期三 ,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.04098990000784,1.0157119994983077,341.0502228997648,341.1334464997053,341.9331775996834,342.0332156997174,342.0332156997174,342.0332156997174,right,1,1.632965600118041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
112,Week,星期二,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,2,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.69699000008404,1.0096014002338052,344.69914039969444,344.782313500531,345.58213090058416,345.68199599999934,345.68199599999934,345.68199599999934,down,0,1.19917649962008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
127,Week,星期五,星期三 ,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.9066623998806,1.0111980000510812,347.91449050046504,347.997966600582,348.797621300444,348.89772150013596,348.89772150013596,348.89772150013596,right,1,1.3280116003006697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
101,Week,星期五,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,4,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.25463220011443,1.0117683000862598,351.2633493999019,351.3467896003276,352.1465878998861,352.24664840009063,352.24664840009063,352.24664840009063,left,1,1.6445026993751526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
118,Week,星期一,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,5,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.9282951997593,1.0140427006408572,354.9289337005466,355.01230270043015,355.81189210060984,355.911935900338,355.911935900338,355.911935900338,down,1,1.418211099691689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
126,Week,星期三 ,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,0,6,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.371240099892,1.0155957005918026,358.37778399977833,358.46100919973105,359.26093589980155,359.36094269994646,359.36094269994646,359.36094269994646,left,0,0.9924098998308182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
148,Week,星期六,星期三 ,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,7,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.3886003997177,1.0155263999477029,361.39348680060357,361.47685359977186,362.27663279976696,362.37642430048436,362.37642430048436,362.37642430048436,down,0,1.6100228996947408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
46,Month,四月,一月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.01786280050874,1.0119747007265687,365.02581110037863,365.1091280998662,365.90863450057805,366.0087630003691,366.0087630003691,366.0087630003691,left,1,2.5524418996647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
112,Week,星期二,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,9,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.60018950048834,0.9993175994604826,369.6075675999746,369.69062499981374,370.4904428003356,370.59059740044177,370.59059740044177,370.59059740044177,up,1,1.2510184990242124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
116,Week,星期六,星期日,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.88257400039583,1.0120714008808136,372.88960730005056,372.97321099974215,373.77285439986736,373.8727059001103,373.8727059001103,373.8727059001103,up,1,1.2491710996255279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
101,Week,星期五,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,11,11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.1503138002008,1.0101578002795577,376.1550297997892,376.23834860045463,377.038263800554,377.1383664002642,377.1383664002642,377.1383664002642,left,1,1.2395668998360634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
132,Week,星期四,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,12,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.41635430045426,1.0118019999936223,379.4208976998925,379.5041926000267,380.30378510057926,380.4038430005312,380.4038430005312,380.4038430005312,right,0,1.7493467004969716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
24,Month,六月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,13,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.18361730035394,1.0119166998192668,383.1863107997924,383.2695976998657,384.0695508001372,384.16930030006915,384.16930030006915,384.16930030006915,up,1,1.208032799884677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
23,Month,七月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,0,14,14,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.4099457003176,1.0122962007299066,386.4186623999849,386.5018253996968,387.3015433996916,387.4016321999952,387.4016321999952,387.4016321999952,up,1,0.7123025003820658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
34,Month,六月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,15,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.14589709974825,1.0112565997987986,389.1508942004293,389.23427820019424,390.03407130017877,390.1340781999752,390.1340781999752,390.1340781999752,right,1,1.1889476999640465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
49,Month,七月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,16,16,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.36535540036857,1.0105138001963496,392.36655179969966,392.45008390024304,393.24967509973794,393.34955149982125,393.34955149982125,393.34955149982125,down,0,1.444637699984014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
62,Month,十月 ,六月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,17,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.82283650059253,1.0154748000204563,396.831684499979,396.9150782003999,397.71498010028154,397.81482640001923,397.81482640001923,397.81482640001923,up,1,2.1398452995344996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
78,Month,十月 ,八月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,18,18,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9877677997574,1.0154323000460863,400.9972302997485,401.0803944002837,401.8802404999733,401.9801970003173,401.9801970003173,401.9801970003173,up,1,1.941508699208498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
38,Month,八月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,19,19,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.95822860021144,1.0106536000967026,404.9623894998804,405.045843699947,405.8456893004477,405.94550199992955,405.94550199992955,405.94550199992955,down,1,1.8567953994497657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
26,Month,六月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,20,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.84365110006183,1.0153836999088526,408.84451110009104,408.92794260010123,409.72751630004495,409.82750680018216,409.82750680018216,409.82750680018216,up,1,3.4384591998532414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
98,Week,星期二,星期三 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,21,21,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.302016899921,1.0113195003941655,414.30935350060463,414.39255740027875,415.1923181004822,415.29231160040945,415.29231160040945,415.29231160040945,left,1,1.0219109999015927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
45,Month,九月 ,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,22,22,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.35546430014074,1.01220649946481,417.3585355998948,417.441692000255,418.24139759968966,418.34140519984066,418.34140519984066,418.34140519984066,right,0,1.8290565991774201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
16,Month,六月,八月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,23,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.19883160013705,1.0124988006427884,421.2073370004073,421.290534700267,422.09024970047176,422.19009479973465,422.19009479973465,422.19009479973465,right,1,1.8517250996083021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
107,Week,星期四,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.08151079993695,1.0111552998423576,425.08909680042416,425.17268460057676,425.97207359969616,426.0720734000206,426.0720734000206,426.0720734000206,right,1,1.4661936005577445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
6,Month,六月,十月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,0,25,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.57531039975584,1.0108848996460438,428.58804429974407,428.6547001004219,429.45444270037115,429.5543640004471,429.5543640004471,429.5543640004471,left,1,0.8953940998762846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
77,Month,九月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,26,26,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.4853514004499,1.011374999769032,431.4870260003954,431.57044090051204,432.36997270025313,432.47006640024483,432.47006640024483,432.47006640024483,up,1,0.8990623997524381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
125,Week,星期三 ,星期一,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.39917939994484,1.0113663002848625,434.4027299005538,434.486150899902,435.2857237001881,435.38584970030934,435.38584970030934,435.38584970030934,right,1,1.391686899587512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
150,Week,星期日,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,28,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.81860370002687,1.0099828001111746,437.81835629977286,437.90151329990476,438.701312799938,438.8012743005529,438.8012743005529,438.8012743005529,up,1,1.4010038990527391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
